SUBJECT,HOUSEHOLD,SEX,AGE_YEAR,CONSUMPTION_DAY,sum_VITA_RAE_mcg,sum_FOLDFE_mcg,sum_IRON_mg,sum_ZINC_mg,WEEKEND,adm2_,adm2_1,adm2_7,adm2_2,adm2_4,adm2_10,adm2_9,adm2_3,adm2_5,adm2_6,adm2_11,adm2_8
1091,1127,2,35,30,1815,128,15.509999999999998,7.159999999999998,0,6,0,0,0,0,0,0,0,0,1,0,0
1095,7875,2,31,15,76,249,5.8100000000000005,3.2599999999999993,0,1,1,0,0,0,0,0,0,0,0,0,0
1132,4020,2,18,10,49,200,12.33,9.38,0,3,0,0,0,0,0,0,1,0,0,0,0
1144,11573,2,35,14,2428,155,37.83999999999999,7.88,0,10,0,0,0,0,1,0,0,0,0,0,0
1155,356,1,24,13,63,201,10.94,7.88,0,5,0,0,0,0,0,0,0,1,0,0,0
1203,4439,1,50,27,27,263,11.47,7.189999999999999,0,5,0,0,0,0,0,0,0,1,0,0,0
1219,4760,1,28,18,171,119,10.839999999999998,7.72,0,11,0,0,0,0,0,0,0,0,0,1,0
1220,1724,1,61,1,40,298,22.97,16.16,1,7,0,1,0,0,0,0,0,0,0,0,0
1225,8391,1,50,9,13,147,15.02,11.969999999999999,0,3,0,0,0,0,0,0,1,0,0,0,0
1253,11704,1,19,12,18,150,8.74,7.759999999999998,0,5,0,0,0,0,0,0,0,1,0,0,0
1269,9592,1,40,26,34,148,7.08,6.519999999999999,0,5,0,0,0,0,0,0,0,1,0,0,0
1277,2419,2,34,19,157,264,17.26,10.28,0,4,0,0,0,1,0,0,0,0,0,0,0
1284,7025,2,28,28,36,123,9.76,7.91,0,4,0,0,0,1,0,0,0,0,0,0,0
1288,6369,1,50,16,1183,165,12.860000000000001,9.55,0,11,0,0,0,0,0,0,0,0,0,1,0
1311,11714,1,19,20,3014,332,20.049999999999997,9.609999999999998,0,9,0,0,0,0,0,1,0,0,0,0,0
1312,7121,2,47,1,14,147,11.370000000000001,8.89,1,7,0,1,0,0,0,0,0,0,0,0,0
1360,3896,2,32,10,646,73,16.81,6.36,0,3,0,0,0,0,0,0,1,0,0,0,0
1388,1694,1,24,27,15,185,7.739999999999999,7.83,0,5,0,0,0,0,0,0,0,1,0,0,0
1407,2879,1,45,9,7,955,8.94,7.970000000000001,0,4,0,0,0,1,0,0,0,0,0,0,0
1427,1177,2,25,2,843,198,20.24,6.05,0,1,1,0,0,0,0,0,0,0,0,0,0
1429,9022,2,29,21,48,212,12.110000000000001,8.509999999999998,0,5,0,0,0,0,0,0,0,1,0,0,0
1435,9573,2,38,18,49,160,13.77,8.899999999999999,0,4,0,0,0,1,0,0,0,0,0,0,0
1464,103,2,48,8,20,71,7.139999999999999,5.85,0,1,1,0,0,0,0,0,0,0,0,0,0
1466,6419,1,42,25,49,151,13.279999999999998,7.859999999999999,0,6,0,0,0,0,0,0,0,0,1,0,0
1493,11149,2,20,22,518,183,13.579999999999998,6.4399999999999995,0,2,0,0,1,0,0,0,0,0,0,0,0
1497,124,1,33,2,20,216,15.169999999999996,9.32,0,9,0,0,0,0,0,1,0,0,0,0,0
1509,5033,2,30,28,46,104,10.41,7.82,0,3,0,0,0,0,0,0,1,0,0,0,0
1516,10378,1,38,18,2,55,5.47,5.39,0,11,0,0,0,0,0,0,0,0,0,1,0
1528,5027,2,62,14,8,92,6.2299999999999995,4.339999999999999,0,11,0,0,0,0,0,0,0,0,0,1,0
1541,6105,2,25,26,760,93,17.97,6.72,0,11,0,0,0,0,0,0,0,0,0,1,0
1544,4330,1,31,20,446,137,19.040000000000003,8.37,0,8,0,0,0,0,0,0,0,0,0,0,1
1545,11728,2,37,19,5,118,7.779999999999999,7.53,0,7,0,1,0,0,0,0,0,0,0,0,0
1546,2645,1,45,19,1606,162,32.9,8.95,0,8,0,0,0,0,0,0,0,0,0,0,1
1547,2261,1,41,15,25,414,45.26,20.8,0,1,1,0,0,0,0,0,0,0,0,0,0
1597,5586,1,24,19,24,264,17.21,11.969999999999999,0,11,0,0,0,0,0,0,0,0,0,1,0
1600,6830,1,27,24,103,141,12.15,7.89,0,2,0,0,1,0,0,0,0,0,0,0,0
1609,7359,2,25,20,37,261,13.290000000000001,8.770000000000001,0,8,0,0,0,0,0,0,0,0,0,0,1
1610,6232,1,18,12,2711,171,37.059999999999995,8.43,0,3,0,0,0,0,0,0,1,0,0,0,0
1626,10489,2,62,1,4,37,11.049999999999999,3.9400000000000004,1,1,1,0,0,0,0,0,0,0,0,0,0
1645,4731,1,25,11,16,230,8.030000000000001,7.21,0,9,0,0,0,0,0,1,0,0,0,0,0
1663,9583,1,30,19,48,129,19.000000000000007,10.35,0,11,0,0,0,0,0,0,0,0,0,1,0
1680,336,1,50,12,492,213,20.86,9.6,0,4,0,0,0,1,0,0,0,0,0,0,0
1682,5410,2,30,30,19,71,5.21,4.4,0,1,1,0,0,0,0,0,0,0,0,0,0
1685,5896,1,18,11,96,297,8.5,7.72,0,9,0,0,0,0,0,1,0,0,0,0,0
1708,2093,1,27,29,23,207,11.419999999999998,6.759999999999999,0,6,0,0,0,0,0,0,0,0,1,0,0
1712,4590,2,25,9,86,277,11.190000000000001,7.2799999999999985,0,4,0,0,0,1,0,0,0,0,0,0,0
1731,10839,1,26,12,46,148,9.739999999999998,7.1000000000000005,0,5,0,0,0,0,0,0,0,1,0,0,0
1777,663,2,20,22,123,338,14.04,7.63,0,2,0,0,1,0,0,0,0,0,0,0,0
1837,962,2,24,25,88,254,8.61,7.15,0,11,0,0,0,0,0,0,0,0,0,1,0
1849,3972,1,42,17,15,194,8.219999999999999,6.1,0,10,0,0,0,0,1,0,0,0,0,0,0
1871,10465,2,40,25,133,188,12.230000000000002,8.31,0,8,0,0,0,0,0,0,0,0,0,0,1
1882,2536,2,45,25,2946,278,28.659999999999997,10.2,0,6,0,0,0,0,0,0,0,0,1,0,0
1894,5027,2,36,14,12,132,8.950000000000001,6.250000000000001,0,11,0,0,0,0,0,0,0,0,0,1,0
1902,8540,1,65,25,132,126,8.180000000000001,5.98,0,8,0,0,0,0,0,0,0,0,0,0,1
1926,10691,2,27,12,67,209,18.41,7.789999999999998,0,3,0,0,0,0,0,0,1,0,0,0,0
1930,2432,2,48,12,106,105,16.71,6.17,0,1,1,0,0,0,0,0,0,0,0,0,0
1934,8423,1,20,12,240,186,13.88,8.02,0,3,0,0,0,0,0,0,1,0,0,0,0
1965,6697,1,55,27,108,201,15.25,8.540000000000001,0,5,0,0,0,0,0,0,0,1,0,0,0
1998,8486,1,23,10,118,184,10.969999999999997,8.77,0,3,0,0,0,0,0,0,1,0,0,0,0
2008,3608,1,19,13,127,182,11.799999999999999,7.44,0,5,0,0,0,0,0,0,0,1,0,0,0
2038,792,2,27,26,47,151,7.91,8.64,0,5,0,0,0,0,0,0,0,1,0,0,0
2058,7909,2,30,27,473,181,14.09,8.67,0,3,0,0,0,0,0,0,1,0,0,0,0
2118,9506,2,36,8,89,111,5.669999999999999,5.76,0,3,0,0,0,0,0,0,1,0,0,0,0
2130,10001,1,20,5,86,158,10.71,7.1999999999999975,0,2,0,0,1,0,0,0,0,0,0,0,0
2131,10027,2,66,28,53,128,8.699999999999998,6.71,0,8,0,0,0,0,0,0,0,0,0,0,1
2134,1099,2,25,20,26,127,15.51,8.23,0,1,1,0,0,0,0,0,0,0,0,0,0
2140,4899,1,60,24,528,150,17.36,6.909999999999998,0,2,0,0,1,0,0,0,0,0,0,0,0
2184,3359,1,52,30,171,307,16.569999999999997,11.419999999999998,0,4,0,0,0,1,0,0,0,0,0,0,0
2200,522,1,23,14,37,190,11.33,7.659999999999999,0,9,0,0,0,0,0,1,0,0,0,0,0
2205,9057,1,52,29,152,268,12.78,7.680000000000001,0,7,0,1,0,0,0,0,0,0,0,0,0
2219,3791,2,31,20,11,100,13.909999999999998,8.289999999999997,0,1,1,0,0,0,0,0,0,0,0,0,0
2249,1307,1,19,17,33,165,9.61,8.04,0,4,0,0,0,1,0,0,0,0,0,0,0
2263,8226,2,27,27,652,209,20.849999999999998,9.149999999999997,0,1,1,0,0,0,0,0,0,0,0,0,0
2270,3787,1,35,14,753,212,18.41,8.11,0,1,1,0,0,0,0,0,0,0,0,0,0
2272,3715,1,30,30,45,424,18.54,10.049999999999999,0,3,0,0,0,0,0,0,1,0,0,0,0
2280,9446,1,26,26,51,252,15.57,9.440000000000001,0,5,0,0,0,0,0,0,0,1,0,0,0
2287,1731,1,39,8,1406,185,14.77,7.3599999999999985,0,2,0,0,1,0,0,0,0,0,0,0,0
2288,4049,2,30,19,483,159,12.33,6.700000000000001,0,8,0,0,0,0,0,0,0,0,0,0,1
2311,10668,1,45,22,995,201,19.680000000000003,7.929999999999998,0,2,0,0,1,0,0,0,0,0,0,0,0
2327,2457,1,43,23,243,250,13.99,8.860000000000001,0,11,0,0,0,0,0,0,0,0,0,1,0
2331,11874,1,59,26,26,255,22.039999999999996,13.609999999999998,0,11,0,0,0,0,0,0,0,0,0,1,0
2348,2058,1,45,24,70,124,11.25,8.33,0,11,0,0,0,0,0,0,0,0,0,1,0
2414,1574,1,24,19,243,143,13.969999999999999,6.949999999999999,0,11,0,0,0,0,0,0,0,0,0,1,0
2415,1664,1,37,24,136,207,9.94,8.59,0,5,0,0,0,0,0,0,0,1,0,0,0
2438,8852,2,50,19,27,124,12.009999999999998,6.800000000000001,0,11,0,0,0,0,0,0,0,0,0,1,0
2439,8196,2,53,24,232,261,11.77,8.729999999999999,0,6,0,0,0,0,0,0,0,0,1,0,0
2464,5757,1,60,26,230,269,10.020000000000001,8.85,0,5,0,0,0,0,0,0,0,1,0,0,0
2510,7350,1,51,17,66,186,13.979999999999999,8.989999999999998,0,4,0,0,0,1,0,0,0,0,0,0,0
2527,6172,2,50,20,1122,60,6.78,4.92,0,8,0,0,0,0,0,0,0,0,0,0,1
2534,148,2,25,16,2749,130,10.21,6.71,0,11,0,0,0,0,0,0,0,0,0,1,0
2555,2708,2,40,12,51,365,11.510000000000002,9,0,5,0,0,0,0,0,0,0,1,0,0,0
2560,197,2,52,15,13,199,12.539999999999996,10.419999999999998,0,1,1,0,0,0,0,0,0,0,0,0,0
2562,1140,1,20,26,14,145,8.18,8.909999999999998,0,5,0,0,0,0,0,0,0,1,0,0,0
2570,9416,1,38,25,65,162,11.629999999999999,8.54,0,2,0,0,1,0,0,0,0,0,0,0,0
2631,11776,2,30,14,9,112,8.26,6.869999999999999,0,9,0,0,0,0,0,1,0,0,0,0,0
2633,10223,2,32,18,85,113,7.689999999999999,6.419999999999999,0,9,0,0,0,0,0,1,0,0,0,0,0
2634,663,2,48,22,123,344,14.46,8.29,0,2,0,0,1,0,0,0,0,0,0,0,0
2649,9217,2,40,29,215,233,11.6,7.639999999999999,0,7,0,1,0,0,0,0,0,0,0,0,0
2674,4827,1,40,9,52,105,9.870000000000001,5.92,0,3,0,0,0,0,0,0,1,0,0,0,0
2685,8860,2,30,20,44,171,9.78,7.449999999999999,0,11,0,0,0,0,0,0,0,0,0,1,0
2694,11881,1,38,24,177,277,11.16,9.350000000000001,0,2,0,0,1,0,0,0,0,0,0,0,0
2695,2378,2,20,13,2263,108,8.97,5.89,0,10,0,0,0,0,1,0,0,0,0,0,0
2721,350,2,23,27,64,162,9.920000000000002,7.319999999999999,0,5,0,0,0,0,0,0,0,1,0,0,0
2724,43,2,45,23,211,129,13.68,7.879999999999999,0,8,0,0,0,0,0,0,0,0,0,0,1
2727,635,2,38,20,52,130,12.999999999999998,9.45,0,9,0,0,0,0,0,1,0,0,0,0,0
2735,4150,2,34,18,479,87,12.9,6.14,0,4,0,0,0,1,0,0,0,0,0,0,0
2767,2528,1,45,4,1805,143,12.66,6.93,0,10,0,0,0,0,1,0,0,0,0,0,0
2769,1693,1,35,5,69,115,7.85,6.849999999999999,0,2,0,0,1,0,0,0,0,0,0,0,0
2794,8309,2,55,24,14,181,17.66,12.370000000000001,0,11,0,0,0,0,0,0,0,0,0,1,0
2815,8131,1,35,8,724,119,9.19,6.66,0,2,0,0,1,0,0,0,0,0,0,0,0
2851,5242,1,36,26,637,217,9.16,6.779999999999999,0,11,0,0,0,0,0,0,0,0,0,1,0
2876,1920,2,36,16,22,164,11.700000000000001,9.519999999999998,0,9,0,0,0,0,0,1,0,0,0,0,0
2878,2855,2,45,2,56,225,8.66,5.369999999999999,0,6,0,0,0,0,0,0,0,0,1,0,0
2899,7147,1,60,13,122,170,30.22,7.029999999999999,0,1,1,0,0,0,0,0,0,0,0,0,0
2908,7231,1,55,18,616,136,16.439999999999998,7.0299999999999985,0,4,0,0,0,1,0,0,0,0,0,0,0
2912,9248,1,26,11,93,150,8.959999999999999,8.699999999999998,0,9,0,0,0,0,0,1,0,0,0,0,0
2941,447,2,48,21,34,107,7.14,6.1499999999999995,0,7,0,1,0,0,0,0,0,0,0,0,0
2972,4290,2,65,18,827,83,5.38,5.8999999999999995,0,7,0,1,0,0,0,0,0,0,0,0,0
2987,9338,2,25,22,214,182,8.780000000000001,6.5600000000000005,0,2,0,0,1,0,0,0,0,0,0,0,0
3001,5546,2,50,25,1246,162,9.75,5.490000000000001,0,6,0,0,0,0,0,0,0,0,1,0,0
3013,5305,1,72,14,80,234,13.190000000000001,8.24,0,5,0,0,0,0,0,0,0,1,0,0,0
3047,11295,2,52,21,789,1081,17.53,8.25,0,1,1,0,0,0,0,0,0,0,0,0,0
3078,4683,1,22,24,117,234,15.099999999999998,11.4,0,5,0,0,0,0,0,0,0,1,0,0,0
3098,1971,1,60,4,3859,130,11.83,7.09,0,10,0,0,0,0,1,0,0,0,0,0,0
3100,10768,2,52,27,142,202,17.310000000000002,8.09,0,5,0,0,0,0,0,0,0,1,0,0,0
3107,6900,2,30,7,102,208,12.41,7.749999999999999,1,2,0,0,1,0,0,0,0,0,0,0,0
3116,1796,1,50,2,127,314,23.060000000000002,10.77,0,6,0,0,0,0,0,0,0,0,1,0,0
3130,866,2,37,1,3163,214,13.659999999999998,7.45,1,6,0,0,0,0,0,0,0,0,1,0,0
3132,3359,1,20,30,147,241,14.43,10.049999999999999,0,4,0,0,0,1,0,0,0,0,0,0,0
3137,8620,2,35,22,564,127,9.24,5.63,0,11,0,0,0,0,0,0,0,0,0,1,0
3147,60,1,23,12,53,120,17.33,8.25,0,3,0,0,0,0,0,0,1,0,0,0,0
3157,213,2,36,14,47,271,14.909999999999998,11.079999999999998,0,9,0,0,0,0,0,1,0,0,0,0,0
3182,8265,2,65,22,62,77,11.180000000000001,5.3199999999999985,0,11,0,0,0,0,0,0,0,0,0,1,0
3185,3214,1,65,13,13,149,23.619999999999997,14.719999999999999,0,10,0,0,0,0,1,0,0,0,0,0,0
3224,11311,1,30,22,289,114,19.21,7.79,0,8,0,0,0,0,0,0,0,0,0,0,1
3226,8642,2,28,21,45,103,7.01,7.249999999999999,0,5,0,0,0,0,0,0,0,1,0,0,0
3236,2784,1,50,21,46,119,7.199999999999999,6.69,0,8,0,0,0,0,0,0,0,0,0,0,1
3239,2634,2,44,28,433,141,15.58,4.989999999999998,0,1,1,0,0,0,0,0,0,0,0,0,0
3274,4733,1,38,4,12,123,7.78,7.43,0,9,0,0,0,0,0,1,0,0,0,0,0
3288,1716,1,35,28,349,277,12.61,7.989999999999999,0,3,0,0,0,0,0,0,1,0,0,0,0
3304,6924,1,42,13,77,212,8.94,7.43,0,11,0,0,0,0,0,0,0,0,0,1,0
3316,9718,1,22,18,564,228,13.32,8.47,0,11,0,0,0,0,0,0,0,0,0,1,0
3325,5337,1,55,21,404,2547,15.62,8.6,0,1,1,0,0,0,0,0,0,0,0,0,0
3431,4760,2,58,18,171,117,10.68,7.459999999999999,0,11,0,0,0,0,0,0,0,0,0,1,0
3438,5331,1,35,16,3140,167,12.7,8.659999999999998,0,9,0,0,0,0,0,1,0,0,0,0,0
3448,11322,1,58,8,105,124,14.3,7.43,0,2,0,0,1,0,0,0,0,0,0,0,0
3455,6533,2,45,10,3,67,6.84,5.16,0,4,0,0,0,1,0,0,0,0,0,0,0
3474,7462,2,24,22,107,132,9.68,7.2299999999999995,0,2,0,0,1,0,0,0,0,0,0,0,0
3518,8375,1,48,15,2242,130,9.77,6.8100000000000005,0,10,0,0,0,0,1,0,0,0,0,0,0
3533,9718,1,55,18,830,284,16.87,9.669999999999998,0,11,0,0,0,0,0,0,0,0,0,1,0
3566,11492,1,34,10,1998,204,31.65,7.94,0,5,0,0,0,0,0,0,0,1,0,0,0
3589,6207,2,34,15,100,174,14.369999999999996,7.31,0,1,1,0,0,0,0,0,0,0,0,0,0
3607,4034,2,48,24,27,161,8.539999999999997,7.969999999999999,0,5,0,0,0,0,0,0,0,1,0,0,0
3611,834,1,28,20,158,180,9.26,7.64,0,8,0,0,0,0,0,0,0,0,0,0,1
3619,11546,2,45,1,11,145,12.89,9.309999999999999,1,7,0,1,0,0,0,0,0,0,0,0,0
3621,10859,2,30,22,44,221,7.929999999999999,7.14,0,2,0,0,1,0,0,0,0,0,0,0,0
3633,6354,2,40,18,447,244,20.589999999999996,8.99,0,7,0,1,0,0,0,0,0,0,0,0,0
3639,11418,2,65,10,1018,120,7.729999999999999,4.119999999999999,0,9,0,0,0,0,0,1,0,0,0,0,0
3651,4966,2,35,19,1394,118,10.450000000000001,5.959999999999999,0,11,0,0,0,0,0,0,0,0,0,1,0
3664,1129,2,42,19,17,247,17.799999999999997,12.229999999999999,0,8,0,0,0,0,0,0,0,0,0,0,1
3673,5049,2,60,24,9,139,8.819999999999999,7.489999999999999,0,8,0,0,0,0,0,0,0,0,0,0,1
3722,1724,2,55,1,28,216,17.98,12.620000000000001,1,7,0,1,0,0,0,0,0,0,0,0,0
3727,8196,1,61,24,232,261,11.92,8.76,0,6,0,0,0,0,0,0,0,0,1,0,0
3736,6708,2,49,21,14,227,12.75,10.399999999999999,0,7,0,1,0,0,0,0,0,0,0,0,0
3746,10107,1,50,24,19,174,11.959999999999999,9.92,0,6,0,0,0,0,0,0,0,0,1,0,0
3756,9532,1,28,29,145,153,7.459999999999999,7.84,0,3,0,0,0,0,0,0,1,0,0,0,0
3762,4945,2,39,26,32,137,6.8599999999999985,6.639999999999999,0,5,0,0,0,0,0,0,0,1,0,0,0
3766,1177,1,85,2,629,167,15.350000000000001,4.6,0,1,1,0,0,0,0,0,0,0,0,0,0
3777,5563,2,25,30,268,224,10.949999999999998,6.97,0,3,0,0,0,0,0,0,1,0,0,0,0
3800,1675,2,53,20,132,215,16.900000000000002,9.65,0,1,1,0,0,0,0,0,0,0,0,0,0
3834,3062,2,25,15,96,211,14.06,7.199999999999999,0,1,1,0,0,0,0,0,0,0,0,0,0
3852,1012,1,52,16,275,148,14.559999999999999,8.56,0,9,0,0,0,0,0,1,0,0,0,0,0
3864,11752,2,40,15,174,170,19.229999999999997,9.07,0,1,1,0,0,0,0,0,0,0,0,0,0
3875,10001,2,40,5,86,158,10.71,7.199999999999999,0,2,0,0,1,0,0,0,0,0,0,0,0
3911,10669,2,21,20,67,114,7.529999999999999,6.489999999999999,0,9,0,0,0,0,0,1,0,0,0,0,0
3916,8065,2,25,25,444,258,11.27,5.869999999999998,0,6,0,0,0,0,0,0,0,0,1,0,0
3921,6880,2,68,11,4,69,4.95,4.59,0,9,0,0,0,0,0,1,0,0,0,0,0
3923,2542,2,35,27,46,123,7.269999999999999,7.569999999999999,0,5,0,0,0,0,0,0,0,1,0,0,0
3932,5172,2,26,25,16,141,10.069999999999999,8.059999999999999,0,6,0,0,0,0,0,0,0,0,1,0,0
3938,1522,2,19,16,61,258,10.77,7.11,0,11,0,0,0,0,0,0,0,0,0,1,0
3950,8599,2,48,25,77,222,12.440000000000001,8.470000000000002,0,6,0,0,0,0,0,0,0,0,1,0,0
3956,823,2,68,11,50,83,6.44,5.11,0,9,0,0,0,0,0,1,0,0,0,0,0
3963,6742,2,60,24,384,209,15.47,8.870000000000001,0,8,0,0,0,0,0,0,0,0,0,0,1
3975,168,1,28,28,497,168,24,9.44,0,1,1,0,0,0,0,0,0,0,0,0,0
3981,9625,2,32,25,20,205,11.580000000000002,8.68,0,2,0,0,1,0,0,0,0,0,0,0,0
