SUBJECT,HOUSEHOLD,SEX,AGE_YEAR,CONSUMPTION_DAY,sum_VITA_RAE_mcg,sum_FOLDFE_mcg,sum_IRON_mg,sum_ZINC_mg,WEEKEND,adm2_,adm2_8,adm2_9,adm2_2,adm2_1,adm2_6,adm2_3,adm2_7,adm2_4,adm2_5
10133,3353,2,35,27,6,114,11.44,6.7700000000000005,0,4,0,0,0,0,0,0,0,1,0
10137,1104,2,43,26,7,157,7.92,5.239999999999999,0,4,0,0,0,0,0,0,0,1,0
10145,8831,1,56,30,18,173,16.79,10.36,0,1,0,0,0,1,0,0,0,0,0
10162,4219,1,35,15,4,212,20.53,13.589999999999998,0,1,0,0,0,1,0,0,0,0,0
10163,980,1,18,23,23,138,16.16,11.08,0,1,0,0,0,1,0,0,0,0,0
10170,7209,1,70,23,341,374,24.28,11.520000000000001,0,3,0,0,0,0,0,1,0,0,0
10187,6593,2,65,21,11,167,21.6,14.01,0,7,0,0,0,0,0,0,1,0,0
10205,2275,2,82,14,30,58,6.489999999999999,4.949999999999999,0,8,1,0,0,0,0,0,0,0,0
10210,6311,2,26,23,9,238,24.020000000000003,17.089999999999996,0,2,0,0,1,0,0,0,0,0,0
10214,10533,2,34,23,5,77,8.14,5.68,0,4,0,0,0,0,0,0,0,1,0
10216,1562,2,21,13,47,210,20.72,12.83,0,1,0,0,0,1,0,0,0,0,0
10230,5451,2,62,27,83,118,5,3.6399999999999997,0,4,0,0,0,0,0,0,0,1,0
10239,2262,2,36,10,37,164,12.12,10.729999999999999,0,2,0,0,1,0,0,0,0,0,0
10248,6806,1,30,10,20,142,15.280000000000003,11.159999999999998,0,8,1,0,0,0,0,0,0,0,0
10253,8796,1,40,14,16,142,15.679999999999998,11.620000000000001,0,2,0,0,1,0,0,0,0,0,0
10257,7852,2,30,27,359,167,16.57,8.479999999999999,0,7,0,0,0,0,0,0,1,0,0
10261,1281,2,18,16,41,151,18.060000000000002,12.04,0,9,0,1,0,0,0,0,0,0,0
10298,2517,2,50,26,13,142,12.569999999999999,8.67,0,1,0,0,0,1,0,0,0,0,0
10301,5396,1,60,3,7,100,10.919999999999998,6.829999999999999,0,1,0,0,0,1,0,0,0,0,0
10318,3757,1,28,23,9,287,28.96,20.669999999999998,0,3,0,0,0,0,0,1,0,0,0
10326,1142,2,55,3,1,61,40.32000000000001,4.199999999999999,0,8,1,0,0,0,0,0,0,0,0
10393,1631,1,35,22,45,217,20.820000000000004,13.189999999999996,0,5,0,0,0,0,0,0,0,0,1
10395,10157,2,28,3,12,32,2.9,2.37,0,8,1,0,0,0,0,0,0,0,0
10403,10503,2,30,6,17,96,3.49,2.17,0,8,1,0,0,0,0,0,0,0,0
10425,4229,2,25,1,445,204,11.25,7.18,1,1,0,0,0,1,0,0,0,0,0
10426,2363,2,50,14,56,115,11.099999999999998,6.72,0,8,1,0,0,0,0,0,0,0,0
10428,764,1,18,27,13,147,13.280000000000001,9.99,0,3,0,0,0,0,0,1,0,0,0
10434,5321,2,20,2,55,182,16.049999999999997,10.419999999999998,0,4,0,0,0,0,0,0,0,1,0
10456,4496,2,23,27,7,145,18.98,12.469999999999997,0,7,0,0,0,0,0,0,1,0,0
10465,265,1,70,12,19,132,14.399999999999997,10.65,0,8,1,0,0,0,0,0,0,0,0
10515,3882,1,22,20,22,199,19.640000000000004,13.889999999999997,0,9,0,1,0,0,0,0,0,0,0
10516,4724,1,55,25,4,190,12.739999999999998,9.09,0,3,0,0,0,0,0,1,0,0,0
10536,4081,2,35,9,9,60,4.639999999999999,3.6599999999999993,0,8,1,0,0,0,0,0,0,0,0
10550,10810,1,36,2,29,96,9.14,7.369999999999999,0,4,0,0,0,0,0,0,0,1,0
10564,7372,2,48,21,11,139,17.55,12.860000000000001,0,4,0,0,0,0,0,0,0,1,0
10565,9843,1,37,6,35,206,16.68,12.29,0,1,0,0,0,1,0,0,0,0,0
10569,1888,2,48,7,66,152,12.25,8.63,1,8,1,0,0,0,0,0,0,0,0
10580,6310,2,29,25,7,75,3.51,3.4600000000000004,0,6,0,0,0,0,1,0,0,0,0
10599,11779,1,55,8,13,122,10.27,7.37,0,8,1,0,0,0,0,0,0,0,0
10611,4507,2,68,7,146,186,19.15,13.309999999999999,1,8,1,0,0,0,0,0,0,0,0
10620,6311,1,65,23,9,179,19.19,12.51,0,2,0,0,1,0,0,0,0,0,0
10629,5645,1,31,22,95,170,20.200000000000003,13.479999999999999,0,4,0,0,0,0,0,0,0,1,0
10642,9751,2,25,8,41,162,12.969999999999999,9.84,0,5,0,0,0,0,0,0,0,0,1
10646,1104,1,20,26,7,170,10.689999999999998,6.499999999999999,0,4,0,0,0,0,0,0,0,1,0
10656,5962,2,48,22,242,212,16.97,10.850000000000001,0,8,1,0,0,0,0,0,0,0,0
10661,11700,1,20,10,172,255,16.919999999999998,11.549999999999999,0,8,1,0,0,0,0,0,0,0,0
10665,1909,1,21,3,76,158,14.850000000000001,10.009999999999998,0,9,0,1,0,0,0,0,0,0,0
10696,5067,2,45,3,11,95,77.2,8.419999999999996,0,7,0,0,0,0,0,0,1,0,0
10704,4352,1,45,25,381,377,18.880000000000003,12.680000000000001,0,3,0,0,0,0,0,1,0,0,0
10720,115,2,70,4,4,100,8.25,5.15,0,3,0,0,0,0,0,1,0,0,0
10722,7772,2,62,12,15,149,11.450000000000001,8.28,0,2,0,0,1,0,0,0,0,0,0
10740,7413,2,26,19,4,170,19.7,12.99,0,1,0,0,0,1,0,0,0,0,0
10741,11699,1,20,10,11,123,14.16,9.049999999999997,0,4,0,0,0,0,0,0,0,1,0
10775,3036,1,30,1,2071,394,29.760000000000005,15.119999999999996,1,3,0,0,0,0,0,1,0,0,0
10786,951,2,38,19,16,69,6.33,3.8200000000000003,0,3,0,0,0,0,0,1,0,0,0
10792,4562,1,38,31,127,186,17.86,11.469999999999999,0,7,0,0,0,0,0,0,1,0,0
10801,1350,1,30,9,6,145,17.19,11.269999999999998,0,9,0,1,0,0,0,0,0,0,0
10809,10575,2,47,3,24,242,13.78,9.95,0,9,0,1,0,0,0,0,0,0,0
10812,11484,1,29,14,29,230,15.450000000000001,11.709999999999999,0,9,0,1,0,0,0,0,0,0,0
10823,9602,1,20,1,86,316,30.249999999999996,19.94,1,7,0,0,0,0,0,0,1,0,0
10825,2217,1,28,23,4,176,20.409999999999997,14.81,0,1,0,0,0,1,0,0,0,0,0
10836,9792,2,44,22,206,274,15.129999999999997,8.199999999999998,0,3,0,0,0,0,0,1,0,0,0
10842,11401,1,60,10,1,88,10.75,8.11,0,9,0,1,0,0,0,0,0,0,0
10882,8492,2,43,9,1211,845,13.729999999999999,9.04,0,9,0,1,0,0,0,0,0,0,0
10883,6280,2,27,14,22,114,9.280000000000001,6.489999999999999,0,9,0,1,0,0,0,0,0,0,0
10901,7433,2,32,1,46,232,21.74,12.77,1,3,0,0,0,0,0,1,0,0,0
10904,668,1,38,3,40,125,13.32,9.959999999999999,0,8,1,0,0,0,0,0,0,0,0
10924,11669,2,20,3,3682,96,7.859999999999999,6.86,0,9,0,1,0,0,0,0,0,0,0
10929,2091,2,22,4,94,132,8.419999999999998,5.039999999999999,0,8,1,0,0,0,0,0,0,0,0
10938,8795,1,65,9,8,114,11.11,7.839999999999999,0,2,0,0,1,0,0,0,0,0,0
10952,4366,1,37,29,139,174,15.76,9.919999999999996,0,7,0,0,0,0,0,0,1,0,0
10956,10273,2,50,9,29,74,47.300000000000004,7.67,0,7,0,0,0,0,0,0,1,0,0
10961,8929,1,32,3,59,139,15.829999999999998,9.6,0,7,0,0,0,0,0,0,1,0,0
10968,6192,2,18,11,8,63,5.4799999999999995,4.5,0,8,1,0,0,0,0,0,0,0,0
10969,6770,2,25,6,33,102,10.71,7.679999999999999,0,3,0,0,0,0,0,1,0,0,0
10981,8014,1,38,10,26,100,12.01,8.95,0,8,1,0,0,0,0,0,0,0,0
10982,2890,2,28,24,12,301,26.29,16.61,0,5,0,0,0,0,0,0,0,0,1
10984,10358,1,18,8,87,254,14.02,10.77,0,3,0,0,0,0,0,1,0,0,0
10988,9546,2,68,30,10,117,11.39,7.639999999999998,0,1,0,0,0,1,0,0,0,0,0
11005,3652,1,45,10,38,188,20.37,13.170000000000002,0,2,0,0,1,0,0,0,0,0,0
11009,11479,2,45,5,75,287,25.730000000000004,18.279999999999998,0,9,0,1,0,0,0,0,0,0,0
11012,7209,1,24,23,400,510,36.370000000000005,20.089999999999996,0,3,0,0,0,0,0,1,0,0,0
11031,6323,2,26,12,92,186,16.95,12.959999999999999,0,8,1,0,0,0,0,0,0,0,0
11038,2365,2,22,14,7,138,8.09,7.67,0,9,0,1,0,0,0,0,0,0,0
11049,6185,1,35,14,110,231,19.560000000000002,13.089999999999996,0,2,0,0,1,0,0,0,0,0,0
11057,4248,2,25,18,10,148,12.09,9.219999999999999,0,5,0,0,0,0,0,0,0,0,1
11096,6286,2,70,29,5,80,5.27,4.49,0,6,0,0,0,0,1,0,0,0,0
11110,6067,1,66,27,171,346,36.76,25.390000000000004,0,7,0,0,0,0,0,0,1,0,0
11113,7942,2,19,3,23,132,11.25,7.669999999999998,0,8,1,0,0,0,0,0,0,0,0
11117,1652,2,48,29,19,98,12.1,8.109999999999998,0,7,0,0,0,0,0,0,1,0,0
11119,6970,1,27,18,72,127,9.75,7.59,0,9,0,1,0,0,0,0,0,0,0
11143,9031,2,40,26,449,197,12.87,9.699999999999996,0,4,0,0,0,0,0,0,0,1,0
11151,10370,2,26,19,59,119,14.249999999999998,9.42,0,3,0,0,0,0,0,1,0,0,0
11181,8654,2,22,22,12,151,14.999999999999998,9.249999999999998,0,3,0,0,0,0,0,1,0,0,0
11185,10793,1,28,19,27,162,18.840000000000003,12.449999999999998,0,9,0,1,0,0,0,0,0,0,0
11236,3198,1,30,8,9,152,13.7,10.27,0,8,1,0,0,0,0,0,0,0,0
11243,10626,2,24,5,33,269,18.779999999999998,13.04,0,5,0,0,0,0,0,0,0,0,1
11245,3101,1,20,27,204,309,33.65,21.629999999999992,0,7,0,0,0,0,0,0,1,0,0
11287,2991,1,39,29,6,232,26.300000000000004,18.54,0,6,0,0,0,0,1,0,0,0,0
11303,5295,1,50,10,22,132,9.75,7.01,0,8,1,0,0,0,0,0,0,0,0
11337,7096,2,48,23,57,197,12.19,7.79,0,6,0,0,0,0,1,0,0,0,0
11340,9965,2,24,29,18,92,10.66,6.079999999999998,0,7,0,0,0,0,0,0,1,0,0
11388,10178,2,25,16,83,224,17.900000000000002,10.89,0,8,1,0,0,0,0,0,0,0,0
11392,5638,1,70,23,16,361,34.269999999999996,23.270000000000003,0,2,0,0,1,0,0,0,0,0,0
11406,10864,1,32,4,14,137,13.02,10.299999999999999,0,8,1,0,0,0,0,0,0,0,0
11413,4202,2,26,24,415,169,12.170000000000002,6.029999999999999,0,4,0,0,0,0,0,0,0,1,0
11427,10167,2,35,29,42,235,18.580000000000002,13.790000000000001,0,5,0,0,0,0,0,0,0,0,1
11445,7550,2,45,13,109,160,17.910000000000004,12.329999999999998,0,2,0,0,1,0,0,0,0,0,0
11452,6007,2,67,3,11,67,5.76,4.709999999999999,0,8,1,0,0,0,0,0,0,0,0
11471,9361,2,53,22,48,199,20.619999999999997,13.539999999999997,0,8,1,0,0,0,0,0,0,0,0
11483,11656,2,75,21,13,92,5.45,5.59,0,5,0,0,0,0,0,0,0,0,1
11486,2398,1,50,31,48,180,18.21,12.409999999999997,0,7,0,0,0,0,0,0,1,0,0
11495,11615,2,30,22,8,106,14.23,9.889999999999999,0,6,0,0,0,0,1,0,0,0,0
11512,1297,2,37,11,4,105,10.43,8.099999999999996,0,2,0,0,1,0,0,0,0,0,0
11536,5214,1,55,19,4,135,10.27,7.71,0,3,0,0,0,0,0,1,0,0,0
11554,10778,2,25,17,80,162,17.48,11.73,0,6,0,0,0,0,1,0,0,0,0
11568,11632,1,31,13,23,114,8.77,6.36,0,2,0,0,1,0,0,0,0,0,0
11593,3498,2,60,22,2,84,10.799999999999999,7.469999999999998,0,6,0,0,0,0,1,0,0,0,0
11599,4796,1,93,10,1,106,7.979999999999999,5.259999999999999,0,1,0,0,0,1,0,0,0,0,0
11600,11803,1,65,6,31,118,13.660000000000002,8.42,0,4,0,0,0,0,0,0,0,1,0
11662,2551,1,25,8,166,240,16.96,12.77,0,5,0,0,0,0,0,0,0,0,1
11745,4832,2,62,18,42,140,12.09,8.579999999999998,0,8,1,0,0,0,0,0,0,0,0
11759,4353,2,38,16,16,309,26.92,19.560000000000002,0,1,0,0,0,1,0,0,0,0,0
11763,2630,2,32,20,7,137,14.719999999999999,10.469999999999999,0,4,0,0,0,0,0,0,0,1,0
11766,9534,2,33,22,36,161,17.72,13.099999999999998,0,2,0,0,1,0,0,0,0,0,0
11784,9323,1,45,2,2534,343,27.120000000000005,11.86,0,4,0,0,0,0,0,0,0,1,0
11785,9442,1,35,9,12,2500,14.779999999999998,7.1,0,9,0,1,0,0,0,0,0,0,0
11788,4726,2,36,22,4,144,11.33,8.49,0,2,0,0,1,0,0,0,0,0,0
11791,6553,1,60,5,72,248,24.64,16.75,0,9,0,1,0,0,0,0,0,0,0
11805,11010,1,62,12,54,273,19.030000000000005,14.129999999999997,0,8,1,0,0,0,0,0,0,0,0
11826,3530,2,32,29,4,97,5.920000000000001,5.659999999999999,0,5,0,0,0,0,0,0,0,0,1
11829,4660,2,32,13,4,84,5.880000000000001,4.49,0,2,0,0,1,0,0,0,0,0,0
11837,11092,2,28,27,32,149,14.07,10.669999999999996,0,2,0,0,1,0,0,0,0,0,0
11839,684,1,53,22,20,244,20.079999999999995,13.269999999999998,0,6,0,0,0,0,1,0,0,0,0
11870,3237,2,30,22,7,277,28.68,21.629999999999995,0,2,0,0,1,0,0,0,0,0,0
11882,8568,1,18,22,6,146,10.79,6.909999999999999,0,2,0,0,1,0,0,0,0,0,0
11884,10901,2,50,12,24,91,8.73,6.409999999999999,0,8,1,0,0,0,0,0,0,0,0
11896,3958,2,36,20,143,189,18.18,12.149999999999999,0,8,1,0,0,0,0,0,0,0,0
11921,9883,2,50,14,861,387,19.389999999999997,12.18,0,9,0,1,0,0,0,0,0,0,0
