SUBJECT,HOUSEHOLD,SEX,AGE_YEAR,CONSUMPTION_DAY,sum_VITA_RAE_mcg,sum_FOLDFE_mcg,sum_IRON_mg,sum_ZINC_mg,WEEKEND,adm2_,adm2_9,adm2_4,adm2_14,adm2_15,adm2_11,adm2_10,adm2_12,adm2_2,adm2_7,adm2_1,adm2_3,adm2_8,adm2_13,adm2_5,adm2_6
20303,11899,2,42,28,256,256,11.6,10.1,0,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20305,1410,2,43,22,132,158,11.59,7.840000000000001,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
20334,7278,2,25,21,68,151,7.9399999999999995,5.61,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
20348,6563,2,43,4,96,162,8.59,6.94,0,10,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
20359,6130,2,23,8,153,192,7.509999999999998,7.309999999999998,0,12,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
20362,8754,2,29,11,75,245,9.959999999999999,5.109999999999999,0,11,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
20374,10011,2,47,25,340,187,9.549999999999999,6.76,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
20377,5541,2,25,2,63,147,8.319999999999999,5.88,0,10,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
20378,3223,1,60,26,1562,96,7.500000000000001,5.1499999999999995,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
20388,7966,1,33,5,63,180,10.309999999999999,8.329999999999998,0,13,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
20401,6219,1,19,22,79,116,7.290000000000001,6.889999999999999,0,8,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
20430,2786,2,43,6,84,287,10.249999999999996,7.899999999999999,0,11,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
20442,7182,2,19,13,114,170,7.699999999999999,7.189999999999999,0,8,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
20449,7182,2,22,13,85,119,5.87,5.580000000000001,0,8,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
20462,5981,2,62,6,89,222,13.259999999999998,5.389999999999999,0,14,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
20480,10321,1,23,4,215,201,14.790000000000001,13.009999999999998,0,15,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
20494,7100,2,31,28,24,94,6.64,6.05,0,13,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
20523,7255,2,35,18,115,121,7.289999999999998,6.049999999999998,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
20531,11889,2,20,9,32,98,8.639999999999997,5.419999999999999,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
20536,2277,2,48,22,60,351,9.449999999999998,8.259999999999994,0,8,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
20541,9452,1,25,30,179,162,7.339999999999998,6.92,0,11,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
20569,10498,1,70,18,33,108,6.47,5.139999999999999,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
20583,5425,2,40,4,109,144,12.260000000000002,9.309999999999997,0,15,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
20597,5080,2,34,12,74,151,6.6899999999999995,6.579999999999998,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
20641,8689,2,55,13,694,122,6.749999999999999,5.66,0,14,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
20647,3709,2,23,3,87,89,5.47,3.87,0,13,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
20669,6154,2,20,18,12,56,4.509999999999999,2.92,0,13,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
20712,8434,2,30,23,49,206,14.909999999999998,9.539999999999997,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
20747,24,2,33,5,55,58,3.1100000000000003,2.6599999999999997,0,14,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
20754,4054,2,39,12,189,99,9.389999999999997,5.229999999999999,0,15,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
20763,3454,2,58,4,34,138,5.57,4.49,0,13,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
20774,6749,1,40,27,42,77,3.2900000000000005,2.579999999999999,0,12,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
20790,666,1,27,10,103,166,13.99,9.229999999999999,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
20798,8461,1,32,8,415,181,10.28,6.6499999999999995,0,15,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
20801,2976,2,36,17,60,96,4.5600000000000005,4.539999999999999,0,15,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
20815,8893,2,63,2,23,88,7.419999999999999,6.059999999999999,0,8,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
20822,11706,2,21,24,178,92,4.36,3.389999999999999,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
20827,10060,1,18,19,1717,160,10.230000000000002,5.93,0,15,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
20844,3023,2,30,3,66,124,6.609999999999999,6.409999999999999,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
20850,5817,1,37,8,100,116,8.63,5.84,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
20855,837,2,23,15,76,540,7.8,4.27,0,10,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
20874,4215,1,60,16,63,113,6.27,6.680000000000001,0,14,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
20885,677,1,23,8,76,139,9.93,8.2,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
20890,3943,2,24,17,777,455,12.83,3.8099999999999996,0,10,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
20946,9491,2,65,23,101,204,10.169999999999996,5.839999999999999,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
20951,7648,1,27,8,27,68,12.030000000000001,3.3899999999999997,0,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20967,8422,1,48,24,3036,157,12.14,10.17,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
20971,9096,2,45,10,1571,218,14.379999999999999,8.33,0,7,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
21017,11702,2,65,23,71,349,19.799999999999997,12.169999999999996,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
21041,2570,1,32,13,29,101,6.130000000000001,4.26,0,7,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
21055,10764,1,30,2,128,323,11.57,8.139999999999999,0,15,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
21056,611,1,33,13,174,206,13.579999999999997,10.950000000000001,0,15,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
21058,84,2,57,27,424,343,15.399999999999999,9.52,0,8,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
21060,2545,2,30,14,65,59,3.37,3.0900000000000003,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
21077,781,2,30,14,114,419,15.899999999999997,5.929999999999998,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
21088,5359,2,21,11,51,112,6.4399999999999995,5.659999999999998,0,8,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
21121,8552,2,32,3,26,154,7.85,7.069999999999999,0,10,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
21133,2249,2,30,26,32,168,8.429999999999998,6.549999999999997,0,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21150,10737,2,23,6,25,47,3.6099999999999994,3.36,0,11,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
21169,4941,1,40,29,82,173,8.479999999999997,8.03,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
21176,2746,1,20,18,96,224,15.600000000000003,8.519999999999998,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
21230,4379,2,55,29,56,230,11.649999999999999,5.319999999999999,0,12,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
21265,9017,2,22,9,83,119,7.990000000000001,6.579999999999998,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
21272,9906,2,26,7,3418,133,9.6,10.3,1,11,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
21277,4957,2,47,27,26,90,4.83,5.219999999999999,0,13,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
21307,4881,2,39,17,116,147,6.699999999999998,6.789999999999998,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
21315,1911,1,19,10,97,226,10.76,9.659999999999998,0,7,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
21341,2324,1,65,24,222,126,8.18,6.1899999999999995,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
21349,11166,1,35,18,158,149,6.18,6.54,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
21361,1807,2,53,21,53,1508,5.97,5.329999999999999,0,13,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
21368,4551,1,21,14,171,163,12.639999999999999,8.319999999999999,0,11,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
21422,6228,2,42,8,452,142,22.869999999999997,7.279999999999999,0,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21427,977,2,28,27,90,200,9.179999999999998,6.649999999999999,0,8,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
21432,9838,2,55,17,587,138,5.44,5.249999999999999,0,15,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
21452,1643,1,30,14,73,244,10.68,4.329999999999999,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
21487,6090,2,35,1,285,69,5.01,4.23,1,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
21504,10672,2,30,27,13,43,2.2399999999999998,2.7399999999999984,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
21549,10893,2,40,9,32,89,5.54,5.1899999999999995,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
21558,858,2,33,17,159,126,5.52,4.8,0,12,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
21561,9584,2,34,5,614,166,7.629999999999999,7.089999999999998,0,11,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
21563,11749,2,40,8,184,160,8.71,7.6499999999999995,0,15,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
21573,8564,2,36,3,154,205,9.530000000000001,6.85,0,13,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
21588,6875,2,60,30,30,98,5.66,4.2299999999999995,0,8,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
21598,6260,2,40,1,59,155,10.319999999999997,8.979999999999999,1,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
21619,3644,2,55,17,19,96,4.769999999999999,4.019999999999999,0,12,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
21653,9052,2,60,5,81,264,12.340000000000002,7.039999999999999,0,13,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
21685,67,2,52,12,56,228,10.28,6.85,0,15,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
21686,8583,2,24,9,121,250,10.47,6.929999999999999,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
21710,5940,1,23,28,239,114,5.829999999999998,5.459999999999998,0,10,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
21727,2999,1,55,11,116,128,26.619999999999997,10.239999999999998,0,8,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
21744,5749,2,43,29,42,112,9.629999999999999,6.97,0,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21745,268,2,22,17,68,96,5.24,3.4899999999999998,0,10,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
21750,10799,2,20,2,416,211,7.04,6.149999999999999,0,14,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
21762,6112,2,27,4,53,112,6.73,5.209999999999999,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
21769,11900,2,70,26,179,181,8.48,7.459999999999998,0,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21771,7289,1,20,11,54,94,5.569999999999999,4.98,0,11,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
21783,1214,1,19,1,1485,167,14.109999999999998,7.489999999999999,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
21788,11688,1,30,29,453,216,10.03,7.139999999999999,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
21791,6090,1,21,1,357,68,4.819999999999999,3.829999999999999,1,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
21792,2200,1,27,13,85,279,11.889999999999997,6.569999999999996,0,11,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
21806,8686,2,42,1,35,66,4.699999999999998,3.83,1,13,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
21831,7873,1,40,27,71,151,7.869999999999999,7.75,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
21838,7083,1,40,8,181,196,8.11,7.329999999999999,0,15,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
21851,2989,2,41,11,81,113,4.949999999999999,4.810000000000001,0,11,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
21881,415,2,35,31,1424,111,8.609999999999998,5.209999999999998,0,7,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
21890,581,1,33,8,61,101,6.769999999999999,3.369999999999999,0,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21901,9706,2,35,30,143,149,10.18,7.419999999999998,0,15,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
21902,6773,2,30,12,2434,129,7.649999999999999,7.209999999999999,0,15,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
21904,2380,2,23,14,36,167,6.43,5.96,0,15,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
21907,1925,2,33,5,73,66,4.05,4.2,0,11,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
21909,415,2,70,31,1054,78,6.24,3.8299999999999996,0,7,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
21922,3115,2,28,5,390,79,4.32,4.959999999999999,0,14,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
21933,9844,2,45,8,82,130,12.2,7.18,0,15,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
21938,9635,2,33,26,1058,295,8.719999999999999,6.06,0,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21939,8324,2,27,27,330,186,8.17,5.6,0,12,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
21942,11783,1,18,4,18,42,2.6700000000000004,2.12,0,13,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
21947,9782,1,32,21,80,1687,9.249999999999998,8.139999999999999,0,13,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
21948,3547,2,62,4,42,152,8.25,6.76,0,10,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
21975,8318,2,40,31,115,1675,10.479999999999997,7.619999999999999,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
21983,10554,1,24,14,256,258,9.479999999999999,7.579999999999999,0,15,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
21989,8470,1,57,13,30,203,11.889999999999999,7.81,0,8,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
22005,2851,2,52,10,33,97,6.67,5.629999999999998,0,11,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
22006,9605,2,32,28,62,258,15.14,9.009999999999998,0,13,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
22007,3656,2,40,8,15,101,9.18,6.04,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
22014,8087,2,31,2,182,319,16.089999999999996,10.299999999999999,0,14,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
22030,7162,2,46,30,139,125,6.52,6.849999999999999,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
22062,7788,1,72,25,1311,332,19.369999999999997,9.789999999999997,0,10,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
22083,6865,2,39,14,103,160,10.879999999999999,7.44,0,15,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
22096,3672,2,30,17,177,122,6.200000000000001,6.06,0,15,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
22106,5231,1,34,17,148,133,6.840000000000001,5.539999999999999,0,10,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
22107,11127,2,24,27,86,176,8.17,7.599999999999999,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
22109,5507,1,65,31,152,308,14.9,9.779999999999998,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
22123,8087,1,42,2,234,392,19.51,11.979999999999999,0,14,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
22130,6096,1,40,5,75,113,7.52,5.02,0,13,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
22135,580,1,45,10,103,106,6.34,5.130000000000001,0,15,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
22138,3794,1,24,17,157,201,12.429999999999998,9.519999999999998,0,14,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
22155,1103,1,47,22,186,131,7.16,6.4499999999999975,0,8,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
22171,6689,2,55,10,822,116,9.64,5.279999999999999,0,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22183,1245,1,18,3,93,153,7.650000000000001,5.729999999999999,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
22190,1635,2,29,26,124,383,13.83,8.76,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
22194,3597,2,43,24,21,1256,9.579999999999998,4.92,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
22209,6202,2,55,1,22,47,2.5500000000000003,2.6899999999999986,1,13,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
22215,4831,1,32,26,85,236,10.469999999999997,6.959999999999999,0,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22224,8787,2,45,28,88,61,5.56,6.539999999999998,0,10,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
22247,2947,2,53,18,74,124,6.879999999999999,6.180000000000001,0,14,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
22372,9527,2,30,3,195,180,6.62,6.169999999999998,0,13,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
22374,1500,1,52,12,76,153,7.839999999999999,6.82,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
22378,1622,2,22,17,124,156,6.790000000000001,6.119999999999999,0,14,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
22392,8928,2,45,4,28,83,8.550000000000002,8.309999999999997,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
22397,3400,1,31,3,60,210,9.84,6.619999999999998,0,13,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
22403,6921,1,49,24,228,240,11.750000000000002,10.709999999999999,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
22420,3922,1,22,10,46,412,13.55,7.88,0,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22444,9491,1,73,23,101,204,10.169999999999998,5.839999999999998,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
22461,11782,2,26,22,161,140,6.360000000000001,5.31,0,8,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
22465,6865,2,19,14,92,107,6.6499999999999995,4.02,0,15,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
22474,7684,2,33,26,134,111,6.069999999999999,4.95,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
22478,5507,1,29,31,119,194,11.659999999999998,7.969999999999999,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
22481,8362,2,20,30,43,125,9.169999999999998,5.569999999999998,0,15,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
22551,3662,2,31,21,53,620,19.38,7.48,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
22616,7375,1,43,20,80,218,13.259999999999998,10.729999999999999,0,13,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
22667,9760,2,21,12,56,148,5.549999999999998,4.76,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
22669,2582,2,41,26,184,247,10.919999999999998,8.989999999999998,0,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22679,4125,1,45,24,73,123,6.419999999999998,5.83,0,8,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
22680,5023,2,47,13,83,175,11.909999999999998,7.85,0,14,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
22687,1057,1,28,14,211,129,7.36,7.36,0,11,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
22734,11553,2,27,22,39,103,4.629999999999999,5.039999999999999,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
22756,5347,2,28,6,128,90,5.390000000000001,5.410000000000001,0,11,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
22764,10849,2,38,10,112,83,6.2700000000000005,7.999999999999998,0,15,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
22794,1131,1,27,31,54,107,8.909999999999998,5.45,0,7,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
22806,6912,2,25,11,1457,156,11.77,8.86,0,11,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
22814,512,1,38,3,42,107,5.949999999999999,3.9699999999999998,0,13,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
22837,632,2,40,3,1632,185,11.21,5.800000000000001,0,10,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
22847,3873,2,36,27,241,136,5.6899999999999995,5.82,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
22854,5800,2,45,26,71,114,5.11,5.85,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
22866,7946,1,22,14,53,53,5.479999999999999,7.409999999999999,0,11,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
22880,10258,2,25,25,137,212,10.139999999999997,6.729999999999997,0,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22892,3331,2,37,19,81,135,6.8,5.6499999999999995,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
22967,4831,2,30,26,119,162,8.299999999999999,7.079999999999999,0,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22971,6123,2,38,3,49,60,4.720000000000001,4.2299999999999995,0,10,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
22983,6629,2,50,18,123,174,8.229999999999999,7.95,0,14,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
22985,4261,1,40,30,129,101,4.62,3.6599999999999997,0,8,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
22992,5713,2,40,30,131,276,12.999999999999998,11.34,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
23032,3475,2,19,23,205,103,6.31,4.619999999999999,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
23054,8758,2,51,30,35,68,6.669999999999998,4.899999999999998,0,7,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
23106,5924,2,37,24,309,717,8.469999999999999,7.37,0,8,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
23121,10102,2,46,29,26,63,3.5900000000000003,3.45,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
23142,438,1,40,24,27,185,9.099999999999998,6.429999999999999,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
23183,7554,1,38,9,131,390,29.299999999999997,11.95,0,7,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
23185,2958,2,21,18,89,202,13.749999999999998,7.6499999999999995,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
23218,9018,1,40,10,46,344,13.469999999999999,8.33,0,11,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
23227,6179,1,47,4,88,129,11.769999999999998,8.739999999999997,0,15,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
23233,11504,1,20,22,92,174,8.42,7.6999999999999975,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
23264,9431,1,30,17,108,112,4.97,5.299999999999999,0,15,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
23284,11517,1,24,6,231,102,6.889999999999999,6.39,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
23294,2688,1,29,18,53,96,6.84,4.539999999999999,0,13,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
23309,10352,1,34,31,111,236,16.84,10.719999999999999,0,7,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
23338,8673,1,53,3,1466,252,16.59,9.57,0,13,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
23405,10610,2,55,13,57,86,37.12000000000001,4.9799999999999995,0,11,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
23411,392,2,50,24,257,256,9.89,7.47,0,8,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
23433,766,1,25,30,25,236,14.829999999999997,10.659999999999998,0,11,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
23441,9431,2,27,17,133,128,5.74,5.96,0,15,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
23445,7553,2,22,27,87,126,8.010000000000002,4.849999999999999,0,11,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
23450,3497,2,43,6,53,165,7.76,7.389999999999999,0,14,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
23509,11851,2,24,15,33,220,8.299999999999999,5.509999999999999,0,10,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
23517,10738,2,50,26,82,119,7.66,5.06,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
23520,6608,2,19,2,83,71,4.76,3.5599999999999996,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
23547,6522,2,32,14,81,122,7.470000000000001,5.26,0,15,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
23557,4961,2,42,7,21,299,10.079999999999998,7.18,1,11,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
23564,6650,2,49,27,135,101,5.109999999999999,4.919999999999997,0,12,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
23568,9479,1,35,18,2104,145,11.279999999999998,7.359999999999999,0,14,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
23591,2970,1,30,2,191,120,10.699999999999998,14.7,0,15,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
23604,8200,1,42,2,240,260,10.32,7.389999999999999,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
23606,9906,2,50,7,3776,116,8.49,8.059999999999999,1,11,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
23622,314,2,55,13,55,225,7.3500000000000005,6.24,0,7,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
23679,11133,2,19,12,156,238,8.229999999999999,4.069999999999999,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
23680,831,1,65,28,1622,311,14.429999999999998,8.179999999999998,0,10,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
23695,10723,2,47,30,253,155,6.43,5.84,0,13,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
23711,5024,2,40,22,71,109,4.160000000000001,3.72,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
