SUBJECT,HOUSEHOLD,SEX,AGE_YEAR,CONSUMPTION_DAY,sum_VITA_RAE_mcg,sum_FOLDFE_mcg,sum_IRON_mg,sum_ZINC_mg,WEEKEND,adm2_,adm2_6,adm2_3,adm2_1,adm2_2,adm2_7,adm2_4,adm2_5,adm2_8
19700,10642,2,28,2,133,60,3.0500000000000003,3.88,0,4,0,0,0,0,0,1,0,0
19766,2073,2,75,16,164,64,3.5600000000000005,4.13,0,3,0,1,0,0,0,0,0,0
19783,10929,2,20,22,0,70,5.29,8.79,0,3,0,1,0,0,0,0,0,0
19794,10470,2,60,25,17,32,1.54,1.95,0,1,0,0,1,0,0,0,0,0
19818,6985,1,52,12,9,78,5.4399999999999995,4.479999999999999,0,5,0,0,0,0,0,0,1,0
19840,3362,2,40,16,219,110,8.11,7.2,0,3,0,1,0,0,0,0,0,0
19847,10090,1,25,22,32,122,8.069999999999999,8.599999999999998,0,6,1,0,0,0,0,0,0,0
19859,253,1,32,25,52,56,3.66,4.59,0,1,0,0,1,0,0,0,0,0
19862,11659,2,52,1,200,106,5.899999999999999,7.279999999999999,1,2,0,0,0,1,0,0,0,0
19899,7758,2,20,26,129,317,13.619999999999997,13.809999999999999,0,3,0,1,0,0,0,0,0,0
19919,9336,2,28,19,122,24,0.85,0.28,0,3,0,1,0,0,0,0,0,0
19929,11049,1,25,25,69,120,8.59,10.129999999999997,0,5,0,0,0,0,0,0,1,0
19945,6353,1,36,29,274,208,8.35,8.03,0,2,0,0,0,1,0,0,0,0
19949,8109,2,45,3,113,256,10.120000000000001,7.180000000000001,0,4,0,0,0,0,0,1,0,0
19977,5207,2,26,18,142,100,9.93,9.17,0,7,0,0,0,0,1,0,0,0
19999,15,2,25,21,45,85,5.27,5.409999999999999,0,1,0,0,1,0,0,0,0,0
20002,5062,1,40,9,130,91,5.299999999999999,5.889999999999998,0,2,0,0,0,1,0,0,0,0
20008,9042,1,65,16,9222,244,17.729999999999997,15.459999999999999,0,8,0,0,0,0,0,0,0,1
20039,10137,2,32,25,76,120,7.6000000000000005,4.3999999999999995,0,6,1,0,0,0,0,0,0,0
20045,1852,2,28,18,6,289,11.71,8.089999999999998,0,7,0,0,0,0,1,0,0,0
20052,4385,2,33,16,166,126,7.51,9.42,0,5,0,0,0,0,0,0,1,0
20064,952,2,25,21,14,108,7.52,7.16,0,5,0,0,0,0,0,0,1,0
20070,10359,2,60,25,26,129,6.739999999999998,6.259999999999999,0,2,0,0,0,1,0,0,0,0
20092,1542,2,48,21,16,104,7.619999999999999,7.07,0,3,0,1,0,0,0,0,0,0
20096,7507,1,35,7,50,80,4.959999999999999,4.71,1,4,0,0,0,0,0,1,0,0
20124,7107,1,22,22,122,93,5.09,6.68,0,2,0,0,0,1,0,0,0,0
20128,3424,1,53,25,24,189,14.559999999999997,10.27,0,6,1,0,0,0,0,0,0,0
20132,3536,2,36,8,209,102,7.159999999999999,4.1,0,1,0,0,1,0,0,0,0,0
20145,9202,2,25,14,104,129,5.67,5.529999999999999,0,1,0,0,1,0,0,0,0,0
20151,9511,2,50,24,57,81,3.83,1.8800000000000001,0,4,0,0,0,0,0,1,0,0
20161,4221,1,22,23,274,186,8.749999999999998,8.75,0,2,0,0,0,1,0,0,0,0
20169,2049,2,30,15,420,333,18.380000000000003,12.83,0,1,0,0,1,0,0,0,0,0
20193,11197,2,20,11,29,97,5.39,7.2,0,5,0,0,0,0,0,0,1,0
20194,1491,2,28,23,110,177,10.289999999999997,8.23,0,8,0,0,0,0,0,0,0,1
20246,4871,2,49,27,227,97,4.43,4.28,0,7,0,0,0,0,1,0,0,0
20253,6794,2,52,19,58,132,8.649999999999999,8.89,0,3,0,1,0,0,0,0,0,0
20255,2368,1,75,6,56,86,3.63,4.279999999999999,0,4,0,0,0,0,0,1,0,0
20267,7515,2,21,14,10,39,2.7899999999999996,3.0799999999999996,0,7,0,0,0,0,1,0,0,0
20272,491,2,50,15,4607,190,12.35,12.530000000000001,0,5,0,0,0,0,0,0,1,0
20287,4430,2,46,28,112,82,5.0200000000000005,5.03,0,5,0,0,0,0,0,0,1,0
20288,8828,2,66,23,98,155,13.14,9.95,0,3,0,1,0,0,0,0,0,0
20299,11235,1,40,9,276,131,11.459999999999999,7.200000000000001,0,5,0,0,0,0,0,0,1,0
20313,11197,1,25,11,33,103,5.38,6.53,0,5,0,0,0,0,0,0,1,0
20317,11399,1,35,18,196,120,8.120000000000001,5.9099999999999975,0,3,0,1,0,0,0,0,0,0
20321,120,2,26,23,73,106,4.659999999999999,4.359999999999999,0,5,0,0,0,0,0,0,1,0
20367,10654,2,38,8,67,69,8.7,10.219999999999999,0,6,1,0,0,0,0,0,0,0
20386,8601,2,75,13,45,83,5.179999999999999,3.28,0,2,0,0,0,1,0,0,0,0
20394,2984,2,26,22,52,126,9.94,6.969999999999999,0,6,1,0,0,0,0,0,0,0
20407,1443,2,58,15,53,94,4.529999999999999,4.38,0,8,0,0,0,0,0,0,0,1
20410,7212,2,45,18,93,56,6.259999999999998,9.26,0,3,0,1,0,0,0,0,0,0
20435,10053,1,46,26,47,115,3.7600000000000002,4.8,0,4,0,0,0,0,0,1,0,0
20436,5667,2,30,16,70,75,4.169999999999999,4.99,0,3,0,1,0,0,0,0,0,0
20456,4195,1,50,9,93,148,12.239999999999998,9.43,0,5,0,0,0,0,0,0,1,0
20593,10957,2,25,22,105,111,10.43,8.919999999999998,0,3,0,1,0,0,0,0,0,0
20594,1141,2,61,12,13,97,4.16,4.750000000000001,0,8,0,0,0,0,0,0,0,1
20607,10906,2,38,17,89,144,3.9200000000000004,5.069999999999999,0,5,0,0,0,0,0,0,1,0
20608,11354,2,29,18,651,110,35.06999999999999,5.379999999999998,0,3,0,1,0,0,0,0,0,0
20609,8823,2,30,12,136,149,11.089999999999996,9.559999999999997,0,7,0,0,0,0,1,0,0,0
20635,1851,2,25,14,133,94,5.17,4.649999999999999,0,1,0,0,1,0,0,0,0,0
20636,6835,1,40,18,76,154,11.29,9.71,0,1,0,0,1,0,0,0,0,0
20659,9202,1,23,14,23,87,5.95,6.359999999999999,0,1,0,0,1,0,0,0,0,0
20679,1123,2,40,11,176,91,5.07,5.879999999999999,0,5,0,0,0,0,0,0,1,0
20689,6854,2,28,13,1,92,7.670000000000001,5.059999999999999,0,8,0,0,0,0,0,0,0,1
20701,10983,2,22,16,494,251,4.38,3.9499999999999997,0,1,0,0,1,0,0,0,0,0
20703,11798,1,18,16,186,311,12.26,9.549999999999999,0,6,1,0,0,0,0,0,0,0
20713,9823,2,23,9,129,192,6.93,6.430000000000001,0,2,0,0,0,1,0,0,0,0
20726,1679,2,30,9,54,78,5.409999999999999,6.419999999999999,0,4,0,0,0,0,0,1,0,0
20733,493,1,33,2,73,52,2.26,3.03,0,2,0,0,0,1,0,0,0,0
20786,8193,2,30,23,136,74,4.640000000000001,5.940000000000001,0,2,0,0,0,1,0,0,0,0
20787,6525,2,21,24,170,105,6.04,5.99,0,4,0,0,0,0,0,1,0,0
20788,11361,2,47,13,206,81,6.39,4.83,0,5,0,0,0,0,0,0,1,0
20817,2772,2,27,28,18,122,9.969999999999999,6.46,0,3,0,1,0,0,0,0,0,0
20824,1386,2,35,23,88,186,15.419999999999998,10.759999999999998,0,6,1,0,0,0,0,0,0,0
20829,8178,1,30,6,7,9,0.7499999999999999,0.26999999999999996,0,4,0,0,0,0,0,1,0,0
20833,6651,2,50,17,11,79,4.139999999999999,4.629999999999999,0,3,0,1,0,0,0,0,0,0
20851,11065,2,24,12,44,115,8.39,5.2700000000000005,0,8,0,0,0,0,0,0,0,1
20854,7803,2,20,27,17,96,9.03,10.359999999999998,0,3,0,1,0,0,0,0,0,0
20862,1162,1,38,25,54,126,8.03,7.199999999999999,0,2,0,0,0,1,0,0,0,0
20928,8691,1,60,18,46,126,9.340000000000002,6.3,0,3,0,1,0,0,0,0,0,0
20944,9497,1,36,22,49,227,15.440000000000001,11.919999999999998,0,8,0,0,0,0,0,0,0,1
20982,11754,2,28,15,73,73,4.97,4.1499999999999995,0,5,0,0,0,0,0,0,1,0
20985,749,2,28,26,47,44,2.9499999999999997,3.3499999999999996,0,1,0,0,1,0,0,0,0,0
20990,9518,1,46,23,289,501,11.469999999999999,7.239999999999998,0,2,0,0,0,1,0,0,0,0
20997,7509,1,82,29,91,159,8.429999999999998,6.38,0,4,0,0,0,0,0,1,0,0
21007,2049,1,36,15,1320,414,24.030000000000005,13.91,0,1,0,0,1,0,0,0,0,0
21019,10232,1,36,29,139,148,6.11,5.1,0,2,0,0,0,1,0,0,0,0
21031,2990,2,30,20,65,57,5.05,4.499999999999999,0,8,0,0,0,0,0,0,0,1
21078,749,1,33,26,135,279,11.25,9.56,0,1,0,0,1,0,0,0,0,0
21080,6137,1,26,18,16,114,5.96,5.699999999999999,0,7,0,0,0,0,1,0,0,0
21089,8178,2,25,6,7,14,1.1,0.8700000000000001,0,4,0,0,0,0,0,1,0,0
21140,6895,2,46,25,149,60,5.889999999999999,5.1099999999999985,0,5,0,0,0,0,0,0,1,0
21155,9694,1,49,6,42,73,2.2399999999999998,2.44,0,4,0,0,0,0,0,1,0,0
21170,5038,1,36,9,348,489,17.72,12.100000000000001,0,8,0,0,0,0,0,0,0,1
21184,485,1,50,22,359,296,10.29,5.51,0,2,0,0,0,1,0,0,0,0
21205,5918,1,40,22,16,168,15.86,8.729999999999999,0,3,0,1,0,0,0,0,0,0
21235,4221,2,20,23,340,209,9.289999999999997,7.93,0,2,0,0,0,1,0,0,0,0
21242,9465,2,28,15,84,53,3.3799999999999994,3.3799999999999994,0,5,0,0,0,0,0,0,1,0
21280,10696,1,22,29,63,220,16.48,11.21,0,3,0,1,0,0,0,0,0,0
21317,7669,2,69,25,7,67,2.42,1.8800000000000003,0,7,0,0,0,0,1,0,0,0
21327,1898,2,51,27,534,242,10.770000000000003,5.140000000000001,0,1,0,0,1,0,0,0,0,0
21331,1788,1,54,9,317,452,18.39,15.040000000000003,0,2,0,0,0,1,0,0,0,0
21333,10702,1,38,17,28,142,14.48,10.7,0,5,0,0,0,0,0,0,1,0
21350,8691,2,50,18,48,131,9.64,6.439999999999999,0,3,0,1,0,0,0,0,0,0
21356,3269,1,28,21,430,295,18.580000000000002,10.86,0,1,0,0,1,0,0,0,0,0
21370,8033,2,60,25,25,113,9.819999999999999,7.459999999999999,0,3,0,1,0,0,0,0,0,0
21382,9313,2,33,27,83,68,5.37,5.15,0,3,0,1,0,0,0,0,0,0
21389,11659,1,60,1,219,103,5.27,6.2799999999999985,1,2,0,0,0,1,0,0,0,0
21390,7174,2,20,20,43,95,5.97,8.23,0,3,0,1,0,0,0,0,0,0
21430,11264,2,39,18,141,144,7.52,8.159999999999998,0,7,0,0,0,0,1,0,0,0
21442,4011,2,80,14,116,95,2.959999999999999,2.8899999999999992,0,1,0,0,1,0,0,0,0,0
21460,300,2,20,8,108,101,4.4799999999999995,4.779999999999998,0,4,0,0,0,0,0,1,0,0
21505,4915,1,37,29,161,202,20.709999999999997,17.94000000000001,0,1,0,0,1,0,0,0,0,0
21508,3888,1,30,25,81,65,3.9400000000000004,4.629999999999999,0,3,0,1,0,0,0,0,0,0
21519,7912,1,20,12,5,91,8.82,6.4399999999999995,0,8,0,0,0,0,0,0,0,1
21520,11817,2,24,24,228,102,6.749999999999999,6.540000000000001,0,4,0,0,0,0,0,1,0,0
21525,5060,2,26,25,53,147,8.48,8.41,0,7,0,0,0,0,1,0,0,0
21529,6977,1,56,12,142,133,7.57,8.09,0,1,0,0,1,0,0,0,0,0
21548,5980,2,45,1,378,137,12.239999999999998,8.499999999999998,1,5,0,0,0,0,0,0,1,0
21553,8743,1,35,17,48,95,3.88,5.1499999999999995,0,7,0,0,0,0,1,0,0,0
21614,6724,1,31,20,92,103,4.1899999999999995,3.3699999999999997,0,7,0,0,0,0,1,0,0,0
21624,9148,2,20,7,269,162,12.639999999999999,11.069999999999999,1,5,0,0,0,0,0,0,1,0
21652,10130,2,31,23,93,80,11.700000000000001,5.09,0,5,0,0,0,0,0,0,1,0
21671,7558,1,45,16,67,69,7.9,4.68,0,6,1,0,0,0,0,0,0,0
21691,5769,1,38,20,64,63,5.079999999999999,5.3999999999999995,0,7,0,0,0,0,1,0,0,0
21715,5928,2,65,25,281,189,15.37,9.639999999999999,0,6,1,0,0,0,0,0,0,0
21751,7091,2,40,5,18,173,6.77,7.489999999999999,0,4,0,0,0,0,0,1,0,0
21774,10039,2,38,1,68,75,4.789999999999999,5.8199999999999985,1,5,0,0,0,0,0,0,1,0
21779,5662,2,38,27,86,89,4.01,4.74,0,4,0,0,0,0,0,1,0,0
21782,7816,2,23,20,21,214,18.820000000000007,15.4,0,3,0,1,0,0,0,0,0,0
21821,3631,2,45,23,8,121,5.540000000000001,7.260000000000001,0,7,0,0,0,0,1,0,0,0
21843,11308,2,46,18,447,192,9.579999999999998,7.449999999999999,0,7,0,0,0,0,1,0,0,0
21845,3938,2,39,13,36,93,4.529999999999999,3.56,0,2,0,0,0,1,0,0,0,0
21862,5166,1,19,24,10,153,6.889999999999999,4.629999999999999,0,1,0,0,1,0,0,0,0,0
21864,11329,2,32,17,406,361,9.909999999999998,7.929999999999999,0,7,0,0,0,0,1,0,0,0
21903,8867,2,25,17,278,178,5.569999999999999,6.04,0,1,0,0,1,0,0,0,0,0
21906,504,2,60,20,502,92,6.16,5.55,0,3,0,1,0,0,0,0,0,0
22001,6919,1,45,16,57,222,25.74,13.45,0,7,0,0,0,0,1,0,0,0
22011,7487,2,36,18,42,126,10.309999999999999,8.08,0,1,0,0,1,0,0,0,0,0
22019,5218,2,25,26,61,108,23.190000000000005,10.279999999999996,0,6,1,0,0,0,0,0,0,0
22033,1582,1,65,2,48,96,9.72,6.359999999999999,0,5,0,0,0,0,0,0,1,0
22045,9204,1,20,24,26,123,11.18,9.49,0,3,0,1,0,0,0,0,0,0
22055,11605,1,32,29,144,75,5.059999999999999,5.529999999999999,0,4,0,0,0,0,0,1,0,0
22073,1939,2,32,9,140,157,10.62,7.680000000000001,0,8,0,0,0,0,0,0,0,1
22088,10530,1,25,15,52,74,4.24,6.28,0,5,0,0,0,0,0,0,1,0
22095,6495,2,20,3,35,83,4.15,2.8,0,4,0,0,0,0,0,1,0,0
22129,2264,1,28,26,177,382,34.07,18.299999999999994,0,6,1,0,0,0,0,0,0,0
22134,6854,2,60,13,1,92,6.430000000000001,5.059999999999998,0,8,0,0,0,0,0,0,0,1
22150,8920,2,22,30,223,201,10.12,7.14,0,4,0,0,0,0,0,1,0,0
22166,10366,1,72,23,83,139,8.05,5.859999999999999,0,7,0,0,0,0,1,0,0,0
22177,2724,1,36,2,500,299,8.86,8.9,0,2,0,0,0,1,0,0,0,0
22178,4594,1,20,14,161,115,9.34,6.25,0,5,0,0,0,0,0,0,1,0
22179,2283,2,42,23,53,70,3.49,2.689999999999999,0,2,0,0,0,1,0,0,0,0
22212,2137,1,41,9,92,47,3.0099999999999993,3.089999999999999,0,8,0,0,0,0,0,0,0,1
22269,8293,1,35,27,110,99,7.739999999999999,6.5600000000000005,0,2,0,0,0,1,0,0,0,0
22270,10359,1,30,25,30,113,6.050000000000001,5.579999999999999,0,2,0,0,0,1,0,0,0,0
22291,3888,1,22,25,112,85,4.92,5.28,0,3,0,1,0,0,0,0,0,0
22313,8712,2,45,24,18,44,3.82,4.529999999999999,0,3,0,1,0,0,0,0,0,0
22317,10087,2,40,7,50,67,3.5100000000000002,4.659999999999998,1,2,0,0,0,1,0,0,0,0
22323,7839,2,25,12,19,90,4.949999999999999,5.829999999999999,0,7,0,0,0,0,1,0,0,0
22327,10149,2,34,16,47,59,3.8799999999999994,3.6499999999999995,0,5,0,0,0,0,0,0,1,0
22343,8877,2,22,27,507,122,10.49,7.57,0,4,0,0,0,0,0,1,0,0
22360,3176,1,60,20,94,249,22.21,6.369999999999999,0,8,0,0,0,0,0,0,0,1
22364,2724,2,32,2,500,292,8.33,7.98,0,2,0,0,0,1,0,0,0,0
22409,11208,2,49,25,9,86,6.540000000000001,6.6899999999999995,0,2,0,0,0,1,0,0,0,0
22422,526,1,21,17,253,709,8.91,7.5600000000000005,0,7,0,0,0,0,1,0,0,0
22434,11085,2,28,12,107,201,12.979999999999997,11.21,0,5,0,0,0,0,0,0,1,0
22436,7509,2,62,29,99,156,8.24,6.46,0,4,0,0,0,0,0,1,0,0
22447,8877,1,25,27,507,125,10.7,7.9399999999999995,0,4,0,0,0,0,0,1,0,0
22484,11258,1,28,12,172,138,20.07,7.569999999999999,0,5,0,0,0,0,0,0,1,0
22493,5142,2,34,25,145,163,9.57,9.909999999999998,0,2,0,0,0,1,0,0,0,0
22520,8691,1,25,18,45,134,9.54,6.739999999999998,0,3,0,1,0,0,0,0,0,0
22524,1508,2,28,12,195,158,11.690000000000001,7.41,0,7,0,0,0,0,1,0,0,0
22526,3127,2,26,23,168,65,1.6700000000000004,0.7700000000000001,0,2,0,0,0,1,0,0,0,0
22540,3585,2,60,19,83,75,3.9600000000000004,3.6999999999999984,0,2,0,0,0,1,0,0,0,0
22541,5933,1,50,29,6190,237,15.469999999999999,17.500000000000004,0,4,0,0,0,0,0,1,0,0
22544,1204,2,50,29,124,111,5.43,4.76,0,5,0,0,0,0,0,0,1,0
22550,10693,2,35,25,56,79,5.26,3.9899999999999998,0,6,1,0,0,0,0,0,0,0
22558,4826,2,24,8,69,103,6.009999999999999,6.34,0,4,0,0,0,0,0,1,0,0
22564,10598,2,30,29,197,119,7.659999999999999,6.709999999999999,0,5,0,0,0,0,0,0,1,0
22567,3088,2,58,13,3488,125,8.7,9.64,0,5,0,0,0,0,0,0,1,0
22577,4147,2,29,22,77,71,3.6399999999999997,4.36,0,3,0,1,0,0,0,0,0,0
22598,10516,1,55,26,127,62,3.37,4.6,0,6,1,0,0,0,0,0,0,0
22607,6515,2,18,17,17,106,3.87,4.86,0,5,0,0,0,0,0,0,1,0
22631,1873,2,39,16,449,178,23.46,11.12,0,7,0,0,0,0,1,0,0,0
22640,5667,2,55,16,300,215,9.68,8.569999999999999,0,3,0,1,0,0,0,0,0,0
22653,10964,2,24,20,56,86,5.35,5.04,0,8,0,0,0,0,0,0,0,1
22663,5379,2,40,21,32,87,4.739999999999999,5.95,0,5,0,0,0,0,0,0,1,0
22665,8402,1,19,22,486,177,9.3,8.729999999999997,0,1,0,0,1,0,0,0,0,0
22668,9349,2,20,29,254,115,5.420000000000001,6.449999999999999,0,2,0,0,0,1,0,0,0,0
22675,9050,2,28,15,56,72,4.549999999999999,4.58,0,5,0,0,0,0,0,0,1,0
22676,9257,2,38,12,171,174,8.500000000000002,6.019999999999999,0,1,0,0,1,0,0,0,0,0
22683,4371,2,26,25,24,173,11.409999999999998,11.269999999999998,0,7,0,0,0,0,1,0,0,0
22691,11891,1,42,7,36,77,6.92,7.499999999999999,1,8,0,0,0,0,0,0,0,1
22708,9243,1,62,15,128,182,12.94,11.36,0,5,0,0,0,0,0,0,1,0
22735,8867,2,50,17,201,127,2.8499999999999996,3.0199999999999996,0,1,0,0,1,0,0,0,0,0
22744,5928,1,33,25,395,256,19.539999999999996,13.139999999999997,0,6,1,0,0,0,0,0,0,0
22779,6480,1,70,24,148,48,1.76,1.55,0,3,0,1,0,0,0,0,0,0
22789,6879,2,23,16,102,268,12.74,10.76,0,7,0,0,0,0,1,0,0,0
22800,7174,1,55,20,60,125,7.640000000000001,10.37,0,3,0,1,0,0,0,0,0,0
22808,1582,2,28,2,50,118,12.16,8.75,0,5,0,0,0,0,0,0,1,0
22826,4736,1,32,22,158,229,10.680000000000001,6.390000000000001,0,7,0,0,0,0,1,0,0,0
22849,8311,1,78,13,118,1868,8.850000000000001,7.5600000000000005,0,8,0,0,0,0,0,0,0,1
22867,3888,2,60,25,130,90,5.139999999999999,5.29,0,3,0,1,0,0,0,0,0,0
22877,2311,2,25,16,192,84,8.13,8.43,0,6,1,0,0,0,0,0,0,0
22905,7055,2,52,21,24,197,13.03,6.7299999999999995,0,5,0,0,0,0,0,0,1,0
22917,11642,2,48,6,285,94,4.8100000000000005,5.1,0,4,0,0,0,0,0,1,0,0
22920,1065,1,28,14,564,145,7.71,8.059999999999999,0,1,0,0,1,0,0,0,0,0
22946,8970,2,45,19,2,15,1.0199999999999998,1.39,0,2,0,0,0,1,0,0,0,0
22951,10308,1,23,20,23,85,8.42,6.889999999999999,0,2,0,0,0,1,0,0,0,0
22963,5496,2,30,29,18,122,9.35,7.95,0,6,1,0,0,0,0,0,0,0
23046,8624,2,36,30,94,61,3.9599999999999995,4.3999999999999995,0,4,0,0,0,0,0,1,0,0
23063,1541,1,40,22,118,226,14.350000000000001,7.67,0,8,0,0,0,0,0,0,0,1
23069,9032,2,35,8,108,68,7.280000000000001,4.86,0,1,0,0,1,0,0,0,0,0
23075,10043,1,20,7,19,60,3.45,3.69,1,4,0,0,0,0,0,1,0,0
23076,3276,1,45,15,140,129,7.52,10.47,0,1,0,0,1,0,0,0,0,0
23079,9032,1,38,8,114,100,9.2,7.38,0,1,0,0,1,0,0,0,0,0
23089,523,2,36,29,110,104,6.61,9.17,0,6,1,0,0,0,0,0,0,0
23139,9204,1,25,24,28,122,10.36,8.299999999999997,0,3,0,1,0,0,0,0,0,0
23151,5843,2,39,24,256,112,7.48,7.41,0,8,0,0,0,0,0,0,0,1
23162,9769,1,46,6,15,92,14.38,8.089999999999998,0,4,0,0,0,0,0,1,0,0
23171,1785,2,56,26,43,31,4.81,9.19,0,6,1,0,0,0,0,0,0,0
23176,5339,2,20,14,32,145,8.1,8.54,0,7,0,0,0,0,1,0,0,0
23189,11139,2,25,7,48,215,12.47,10.089999999999996,1,5,0,0,0,0,0,0,1,0
23200,2149,1,28,18,30,134,7.64,8.089999999999998,0,7,0,0,0,0,1,0,0,0
23210,9775,2,45,23,48,78,4.569999999999999,5.339999999999999,0,7,0,0,0,0,1,0,0,0
23232,248,1,18,7,118,114,4.47,5.559999999999999,1,2,0,0,0,1,0,0,0,0
23238,5349,2,45,31,109,153,13.2,6.74,0,3,0,1,0,0,0,0,0,0
23301,11359,1,32,2,62,96,5.21,5.97,0,5,0,0,0,0,0,0,1,0
23304,969,2,36,13,127,106,5.539999999999999,5.09,0,5,0,0,0,0,0,0,1,0
23315,10641,1,23,9,80,80,6.95,7.65,0,6,1,0,0,0,0,0,0,0
23324,11065,2,20,12,44,118,8.31,5.82,0,8,0,0,0,0,0,0,0,1
23330,922,1,32,18,52,214,14.219999999999999,7.389999999999998,0,3,0,1,0,0,0,0,0,0
23341,1536,2,21,18,107,120,6.04,5.609999999999999,0,1,0,0,1,0,0,0,0,0
23357,4920,1,20,12,11,104,10.18,7.33,0,8,0,0,0,0,0,0,0,1
23359,11671,1,45,25,151,156,8.379999999999999,7.709999999999999,0,2,0,0,0,1,0,0,0,0
23360,11217,2,30,7,47,51,5.0600000000000005,5.479999999999999,1,5,0,0,0,0,0,0,1,0
23386,11260,1,50,27,118,106,7.009999999999999,6.129999999999999,0,3,0,1,0,0,0,0,0,0
23409,5236,1,45,23,262,298,21.669999999999998,13.879999999999999,0,6,1,0,0,0,0,0,0,0
23413,10903,2,20,30,136,151,5.639999999999999,6.109999999999999,0,4,0,0,0,0,0,1,0,0
23415,7515,1,22,14,78,156,11.81,11.17,0,7,0,0,0,0,1,0,0,0
23431,11773,2,62,22,1,59,3.61,4.12,0,1,0,0,1,0,0,0,0,0
23455,1851,1,60,14,166,103,5.8500000000000005,4.839999999999999,0,1,0,0,1,0,0,0,0,0
23470,6898,1,65,1,236,147,9.13,5.859999999999999,1,4,0,0,0,0,0,1,0,0
23491,6212,2,49,17,131,135,3.869999999999999,3.8299999999999987,0,7,0,0,0,0,1,0,0,0
23496,1503,2,20,12,118,60,4.43,4.819999999999999,0,1,0,0,1,0,0,0,0,0
23497,7984,2,54,25,29,100,4.63,6.3100000000000005,0,2,0,0,0,1,0,0,0,0
23499,135,1,40,22,95,252,10.49,10.95,0,4,0,0,0,0,0,1,0,0
23508,6919,2,62,16,41,166,12.059999999999999,8.639999999999999,0,7,0,0,0,0,1,0,0,0
23522,2900,2,50,18,65,167,7.279999999999999,4.769999999999999,0,7,0,0,0,0,1,0,0,0
23527,11509,2,48,22,115,132,6.77,8.199999999999998,0,3,0,1,0,0,0,0,0,0
23537,11290,2,50,20,64,55,7.849999999999999,6.33,0,7,0,0,0,0,1,0,0,0
23541,8820,1,35,11,166,203,11.28,9.94,0,2,0,0,0,1,0,0,0,0
23553,9112,1,75,7,256,94,7.210000000000001,4.47,1,8,0,0,0,0,0,0,0,1
23574,11126,1,48,19,126,68,2.1799999999999997,1.76,0,5,0,0,0,0,0,0,1,0
23582,3128,2,30,8,74,116,6.829999999999999,8.34,0,2,0,0,0,1,0,0,0,0
23583,6410,1,49,17,37,86,4.43,6.3999999999999995,0,3,0,1,0,0,0,0,0,0
23613,5976,2,40,13,115,194,13.120000000000001,7.02,0,8,0,0,0,0,0,0,0,1
23628,4033,2,27,15,129,151,4.69,4.579999999999999,0,5,0,0,0,0,0,0,1,0
23639,6531,2,40,7,160,114,9.82,6.52,1,2,0,0,0,1,0,0,0,0
23644,8287,2,55,19,42,41,5.39,3.44,0,3,0,1,0,0,0,0,0,0
23645,10933,2,36,17,67,45,2.62,3.23,0,3,0,1,0,0,0,0,0,0
23651,2283,1,28,23,64,102,5.369999999999999,4.869999999999999,0,2,0,0,0,1,0,0,0,0
23702,1265,1,30,21,106,138,8.36,9.8,0,5,0,0,0,0,0,0,1,0
23708,7758,1,25,26,91,292,14.149999999999999,14.359999999999998,0,3,0,1,0,0,0,0,0,0
23714,3309,1,40,12,97,95,7.379999999999998,7.539999999999999,0,5,0,0,0,0,0,0,1,0
23736,5652,2,18,19,21,85,5.12,4.28,0,2,0,0,0,1,0,0,0,0
23737,5510,1,37,29,16,105,9.27,15.519999999999998,0,4,0,0,0,0,0,1,0,0
23743,2347,2,36,3,148,97,4.63,4.71,0,4,0,0,0,0,0,1,0,0
23745,491,2,18,15,137,106,6.55,5.38,0,5,0,0,0,0,0,0,1,0
23751,3550,2,20,12,185,94,5.14,5.0299999999999985,0,1,0,0,1,0,0,0,0,0
23756,10803,2,33,2,54,115,9.18,4.670000000000001,0,4,0,0,0,0,0,1,0,0
23768,8109,2,24,3,72,245,10.809999999999999,7.3999999999999995,0,4,0,0,0,0,0,1,0,0
23773,1773,2,25,21,238,110,5.51,5.44,0,3,0,1,0,0,0,0,0,0
23790,5662,1,42,27,55,123,6.200000000000001,7.730000000000001,0,4,0,0,0,0,0,1,0,0
23793,10470,2,35,25,44,106,2.9799999999999995,3.4899999999999993,0,1,0,0,1,0,0,0,0,0
23807,7898,1,33,28,690,186,14.39,8.709999999999999,0,5,0,0,0,0,0,0,1,0
23814,10562,2,25,17,74,119,6.9799999999999995,8.88,0,5,0,0,0,0,0,0,1,0
23816,4309,1,40,29,166,251,17.14,14.469999999999995,0,6,1,0,0,0,0,0,0,0
23823,1680,2,23,29,129,108,8.040000000000001,5.56,0,6,1,0,0,0,0,0,0,0
23827,11346,2,28,17,40,87,5.459999999999999,5.68,0,5,0,0,0,0,0,0,1,0
23834,10937,1,55,27,26,214,40.87,14.030000000000001,0,6,1,0,0,0,0,0,0,0
23839,8400,2,42,3,120,33,4.68,0.54,0,4,0,0,0,0,0,1,0,0
23850,10112,2,60,16,114,82,5.1499999999999995,6.05,0,3,0,1,0,0,0,0,0,0
23858,8189,1,65,30,17,30,3.81,3,0,4,0,0,0,0,0,1,0,0
23875,9339,2,37,5,205,116,4.77,3.79,0,4,0,0,0,0,0,1,0,0
23876,10279,2,39,24,17,190,14.900000000000002,9.54,0,6,1,0,0,0,0,0,0,0
23878,11447,2,45,29,129,53,1.85,0.67,0,4,0,0,0,0,0,1,0,0
