SUBJECT,HOUSEHOLD,SEX,AGE_YEAR,CONSUMPTION_DAY,sum_ENERGY_kcal,WEEKEND,adm2_,adm2_4,adm2_11,adm2_10,adm2_2,adm2_7,adm2_14,adm2_9,adm2_15,adm2_3,adm2_13,adm2_12,adm2_5,adm2_8,adm2_6,adm2_1
34930,8673,1,25,3,1879,0,13,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
34943,3064,1,48,1,1518,1,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
34954,11670,1,42,14,1258,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34996,11027,1,53,4,1755,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35066,5270,1,27,10,2229,0,9,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
35178,6918,1,28,20,1627,0,13,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
35216,7138,1,45,11,2489,0,11,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
35237,9938,1,65,23,1962,0,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
35249,415,1,40,31,2047,0,7,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
35265,11900,1,21,26,2085,0,9,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
35388,9061,1,20,19,720,0,15,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
35391,651,1,47,4,2251,0,14,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
35398,7708,1,41,25,2838,0,10,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
35415,7177,1,35,12,2567,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35434,5355,1,42,19,1611,0,15,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
35449,10898,1,70,8,2076,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35563,8155,1,57,4,2168,0,10,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
35684,10607,1,24,13,2181,0,7,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
35693,5024,1,18,22,2074,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
35714,3376,1,65,6,1587,0,11,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
35801,10974,1,67,21,3873,0,13,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
35809,372,1,57,17,2569,0,14,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
35860,11684,1,54,10,1833,0,7,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
35867,2523,1,37,3,2936,0,10,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
36018,4373,1,85,5,1685,0,13,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
36024,7771,1,51,17,1365,0,12,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
36025,2570,1,60,13,1275,0,7,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
36062,5237,1,68,25,1954,0,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
36067,4877,1,82,25,2471,0,10,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
36124,607,1,27,27,2816,0,11,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
36144,4771,1,47,7,2857,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
36158,5760,1,62,16,1310,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
36185,5541,1,27,2,1986,0,10,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
36236,778,1,40,27,1820,0,13,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
36300,4232,1,38,27,450,0,12,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
36318,6650,1,25,27,1280,0,12,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
36323,7411,1,37,18,1455,0,13,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
36379,550,1,37,4,2428,0,10,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
36423,2704,1,40,14,2549,0,11,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
36437,11150,1,39,8,2465,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
36471,1464,1,35,14,2371,0,15,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
36485,3912,1,30,25,2471,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
36489,6467,1,23,1,3026,1,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
36564,8887,1,19,27,1841,0,13,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
36591,9387,1,80,10,1538,0,11,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
36671,781,1,38,14,1742,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36692,3124,1,38,27,1115,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
36709,10620,1,25,2,2242,0,10,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
36724,10607,1,55,13,2393,0,7,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
36732,10484,1,45,30,2555,0,8,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
36772,10583,1,21,2,1928,0,10,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
36796,6004,1,34,4,2086,0,14,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
36824,7506,1,41,30,2498,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36836,9876,1,29,19,2233,0,15,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
36888,1163,1,27,18,2735,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
36963,5373,1,58,29,474,0,9,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
36997,5429,1,24,13,1487,0,8,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
37007,5722,1,50,23,3866,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
37009,7101,1,48,1,3482,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37150,1035,1,44,7,1743,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
37158,8589,1,33,15,2410,0,10,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
37177,7387,1,30,26,2576,0,9,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
37203,6040,1,67,22,1752,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
37272,3923,1,22,4,1606,0,10,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
37297,11784,1,25,2,2574,0,8,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
37310,5827,1,31,29,1722,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
37381,795,1,26,6,1720,0,14,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
37392,1086,1,35,9,2506,0,15,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
37417,7788,1,39,25,2530,0,10,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
37442,4587,1,28,6,1833,0,11,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
37453,4251,1,18,4,601,0,14,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
37504,907,1,39,8,3032,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37576,11032,1,25,17,1918,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
37590,3065,1,32,2,1899,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
37602,5981,1,35,6,2512,0,14,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
37637,567,1,23,8,1006,0,12,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
37818,10481,1,40,9,1396,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
37892,6467,1,65,1,1164,1,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
37908,5375,1,20,30,1628,0,11,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
37946,5418,1,38,10,1370,0,7,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
37963,11343,1,30,24,1725,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
38004,2052,1,41,27,1932,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
38005,11437,1,26,13,1523,0,14,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
38027,2455,1,37,11,3270,0,8,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
38035,588,1,59,27,1951,0,8,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
38103,1901,1,65,27,2105,0,8,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
38114,4168,1,43,27,2747,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
38144,4134,1,38,18,962,0,13,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
38197,4227,1,30,30,2916,0,13,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
38239,6745,1,68,11,2034,0,11,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
38365,2362,1,45,2,3890,0,14,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
38380,2676,1,65,2,2832,0,8,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
38386,2976,1,18,17,1829,0,15,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
38553,11517,1,65,6,1103,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
38623,8863,1,20,2,1739,0,14,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
38626,10692,1,45,5,1534,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38640,3003,1,48,17,1714,0,14,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
38668,2989,1,45,11,2239,0,11,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
38719,8324,1,37,27,1440,0,12,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
38830,10672,1,35,27,1008,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
38854,11553,1,52,22,2077,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
38931,5880,1,48,5,972,0,11,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
38949,4926,1,28,10,1231,0,15,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
39000,5348,1,40,24,2205,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
39007,3721,1,29,8,1192,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39064,5937,1,60,2,1583,0,8,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
39095,8818,1,38,16,594,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
39271,4456,1,36,20,1034,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39281,3644,1,22,17,1215,0,12,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
39309,1334,1,55,6,1029,0,11,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
39326,3990,1,33,5,2614,0,11,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
39349,1383,1,33,3,2982,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
39351,8516,1,28,30,1187,0,11,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
39355,4881,1,42,17,3048,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
39375,6629,1,52,18,2380,0,14,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
39398,7182,1,55,13,3326,0,8,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
39428,4217,1,69,23,2336,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
39498,11422,1,19,28,1224,0,13,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
39514,9259,1,48,20,1763,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39575,10554,1,37,14,2221,0,15,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
39605,11193,1,65,23,1927,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
39626,6039,1,43,2,3142,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
39695,2763,1,40,10,1919,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
